Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
lbc1 241.86282047 33.83206823  -21.920    17.09    -38.1    -2.02   0.04   0.06    0.4 
lbc2 241.82676198 33.79160758  -28.472     18.1   -37.71     1.89   0.07   0.09   0.19 
lbch 241.79666245 33.78776777  -27.575     18.3    -40.1    -0.08   0.11   0.16   0.28 
lbib 336.14705918 75.8938076 1483.484    18.99   -13.06     1.74   0.05   0.06   0.31 
lbrf 242.76970407 32.88612027   56.444    18.08   -40.32    -0.51   0.22   0.14    0.4 
lcap 165.37547673 -21.48034511  147.292    46.82    21.27    -0.98   0.11   0.09    0.3 
lcdt 272.03965832 42.29505413  189.386     0.41   -15.69    -2.32   0.05   0.04   0.19 
lchs 270.5278828 36.37641842   63.097    -0.02   -13.98    -0.74   0.07   0.06   0.27 
lck2 80.95597036 26.91255893   53.133    33.89    37.65     -3.6   0.45    0.4   1.24 
lck3 80.95563588 26.91217932   64.166    34.67    36.01    -1.97   0.09   0.12   0.46 
lck4 80.95561677 26.91214262   64.182    34.62    36.07    -1.98   0.17   0.17   0.59 
lcki 80.95589237 26.91243887   53.094    34.14    37.52    -3.21   0.52   0.37   1.32 
lcso 236.89333506 44.63435159   58.964    -5.41     -9.1     6.51   0.08    0.1   0.82 
ldes 243.56719721 34.26733769  978.010     0.84   -18.03     1.95   0.03   0.04   0.12 
ldhi 159.07852091 -31.54145847   42.777    51.29    15.43    -1.63   0.18   0.19   0.33 
ldsw 243.79085926 34.69942747  640.919    -7.36   -16.94     0.15   0.05   0.04   0.12 
leba 275.71685999 39.43050445  224.262     1.69   -15.16    -1.34   0.04   0.04    0.2 
lebc 241.12805592 34.82517842 1091.070     7.32   -30.59     3.21   0.72   1.03   1.38 
leep 241.6782505 34.13459935  485.050    14.03   -38.36     0.17   0.05   0.06   0.15 
lefn 333.7065434 80.45668182  692.045    19.16   -13.58     5.96   0.05   0.06   0.26 
leij 12.3740972 51.35397985  178.400    15.32    19.36    -0.05   0.04   0.04   0.14 
lema 240.21761186 36.29202398   35.753     6.98   -20.69  -167.17   0.49   0.44   5.24 
leme 273.09051963 12.42743139   78.187    11.66     1.47     0.37   0.32   0.35   0.38 
lepa 274.96880587 9.94537407   20.922    16.95    12.26     1.73   1.01    0.8   0.91 
lepo 55.28448849 -20.9644002   23.097    11.74    16.92    -0.44   0.16   0.21   0.63 
leri 358.81628009 60.13833142  132.110    16.63    14.24    -1.05   0.39   0.26   1.57 
lesv 266.73103609 31.14247142   75.683     -1.5   -12.84    -1.06   0.05   0.05   0.19 
lev1 226.90721968 56.46568112   25.183    -13.0   -15.18     8.81   0.27   0.27   0.85 
lev5 226.90721824 56.46568048   25.397    -13.0   -14.67     8.48    0.1   0.08   0.41 
levn 175.24063623 -40.58877892   96.135    37.37   -10.06    -0.49   0.22   0.65   0.58 
lewi 243.13812873 40.40351355 2916.713   -10.48    -15.6    -0.53   0.05   0.04   0.15 
lewk 95.80406053 2.92359356    6.451    -4.25     4.07    -8.51   0.33   0.35   0.51 
lexa 169.30824848 -45.23101602  331.841    31.41    -29.0    -0.57   0.04   0.06   0.15 
leyl 176.93672951 -39.3323193  114.086    22.37    -0.54    -2.99   0.09   0.17   0.21 
lflo 235.8922916 43.9836057   -6.398    -3.13    -7.71    -0.99   0.11    0.1   0.16 
lfrs 241.58717824 34.09506908  146.899    15.08   -38.49     0.32   0.03   0.05   0.13 
lgwd 242.2355498 33.64059553   88.699    17.41   -38.15    -0.58   0.06   0.06   0.22 
lhas 91.10398576 29.65733932 3624.652    15.62    45.98     0.48   0.18   0.16   0.28 
lhav 34.86630808 31.37782144  488.937    19.25    22.64      1.4    0.1   0.11   0.37 
lhaz 91.10402285 29.65733125 3624.589    15.72     46.4      1.2   0.05   0.04   0.12 
lhcl 294.40475278 -38.00266042  404.538    10.62    -0.16     0.49   0.15   0.22   0.26 
lhue 200.66074891 21.98456026   46.001    35.09   -61.15    -1.49    0.7   0.31   0.94 
lia1 265.30874577 48.26464838  336.687    -8.06   -11.16   -36.03   2.92   4.68  11.47 
lia2 265.30869522 48.26485426  336.702    -6.52   -11.35   -29.19   1.64   2.16   7.49 
lia3 265.30893178 48.26483793  336.752   -16.65    -1.25   -21.36   4.46   2.85   7.04 
lice 243.59873238 36.85662807 1108.189    -8.71   -15.56    -0.34   0.19   0.17   0.51 
linc 240.98271465 37.63719286 3057.080    -1.08   -21.55    -1.88   0.14   0.21   0.31 
lind 239.46149975 47.00033615  471.921    -9.21   -11.85     6.36    0.3   0.32   1.39 
linh 239.46149987 47.00033619  472.288    -9.69    -12.3    -1.65   0.05   0.05   0.17 
linj 241.86080207 34.66202114  721.251     6.88   -26.92    -2.34   0.04   0.06   0.13 
linz 14.28305992 48.30978187  335.029    15.41    20.86      0.3   0.06   0.05   0.23 
litt 243.69176254 36.74587362 1056.494    -9.11   -15.27    -0.84   0.12    0.1   0.33 
ljrn 241.13226113 34.80752319 1422.468     7.73   -31.44     0.98   0.06   0.09   0.19 
lkcp 238.16914796 47.94438008  178.313    -9.11    -10.5     -1.3   0.04   0.06   0.15 
lkhg 243.24123418 33.23600604  823.283     16.3   -38.02    -1.28   0.18   0.31   0.42 
lkhu 264.85424615 29.91346081   -8.487     -1.9   -11.61    -1.16   0.09   0.08   0.15 
lkta 172.26633215 -42.78337006  712.969    32.79   -22.76     1.21   0.08   0.09   0.17 
lkth 302.14925734 -51.69841095   66.134     12.3     0.39     0.41   0.34    0.2   0.76 
lkvw 239.65331858 42.17209637 1433.015    -8.26   -18.13     2.25   0.16   0.35   2.01 
lkwy 249.59978191 44.56507715 2424.415   -10.51    -15.4     8.81    0.3   0.11   1.75 
lkya 130.82472878 -12.45546638   69.278    59.47     35.6    -0.46   0.09   0.11   0.28 
ll01 242.16504671 34.48545736 1005.312     7.64    -28.4     0.48   0.05   0.04   0.14 
llas 242.16207104 34.58597449  812.483     5.98    -26.4     0.58   0.05   0.06   0.16 
lliv 1.97305027 42.47812662 1467.755    16.32     19.8    -0.05   0.05   0.04   0.13 
llrg 247.06650864 43.72253601 1458.460    -9.88    -16.2    -0.53   0.12    0.1   0.35 
lmhg 242.60871521 33.74420037  464.532     14.9   -35.52    -0.98   0.09   0.08   0.25 
lmhs 289.2482317 -37.02409326 1268.780    12.37    -1.75     4.39   0.32   0.31   0.74 
lmid 239.71532826 46.36938238  211.733    -9.02   -12.56    -0.88    0.1   0.11    0.7 
lmmf 299.00382326 14.5948164  -27.109    15.47    12.78    -1.24   0.06    0.1   0.35 
lmnl 274.9466685 10.26750827  102.973    21.13    13.65    -0.09    0.1   0.12   0.31 
lmno 262.51926405 36.6854467  279.716    -2.67    -14.4     0.16   0.08   0.07   0.23 
lmrr 240.18671784 39.53849322 1373.929    -5.44   -20.23    -1.34   0.13   0.14   0.49 
lmsg 242.55492774 33.81739967  413.104    14.46   -34.84    -0.74    0.1    0.1   0.44 
lmut 248.07168742 40.26142101 2311.980    -8.53   -16.07     0.21   0.04   0.04   0.14 
lnc1 238.64976588 38.84651142    5.920    -4.04   -22.55    -0.04   0.05   0.06   0.26 
lnc2 238.64945115 38.84650826    5.858    -4.01   -22.55    -0.04   0.06   0.06   0.31 
lnco 240.94209653 36.35995693  144.271    -0.71   -22.08      1.3   0.07   0.11   0.29 
lngb 237.24168478 47.21878587    2.449    -7.34    -8.87    -0.94   0.07   0.11   0.23 
lnmt 243.06034917 35.09020189 1345.305    -1.58    -18.8    -0.32   0.05   0.07   0.12 
lnng 101.15649224 -2.28532116   39.652    14.19    20.37     8.58   0.27   0.24   0.34 
lodz 19.45951292 51.77871636  259.413    14.48    20.62     0.58   0.15   0.16   0.79 
lol2 275.28632408 10.49009392  576.557    10.83    18.76     2.58   2.67   1.78   4.81 
lolo 245.90313019 46.76285163 1109.340    -9.75   -14.27     0.23    0.1   0.09    0.4 
lomp 239.55341792 34.69092144   63.572    24.66   -44.24    -0.64   0.13   0.12   0.45 
long 241.99659499 34.11189836   74.294    12.95    -37.1    -0.74   0.05   0.06   0.24 
look 173.48243384 -42.01156193 1630.209    36.85   -15.73     7.38   0.14   0.19   0.42 
lord 159.06120048 -31.51988489   71.410    50.61    16.11    -1.78   0.08   0.09   0.27 
lors 242.24593324 34.13332599  448.891    11.55   -35.25      0.0   0.05   0.05   0.14 
lou1 274.70118997 38.01029551  190.825     1.99   -16.29     0.85   0.21   0.27   0.56 
lou5 274.7011883 38.01029565  191.001     1.51   -14.67    -1.49   0.26   0.48   0.52 
lov0 17.82891273 59.33780141   79.628     14.1    18.68     4.93   0.25   0.24   1.12 
lov6 17.82892536 59.33789466   79.674    13.91     18.8     6.48   0.13   0.15   0.65 
lows 239.40571834 35.82870828  428.654    20.69   -36.11     0.88   0.04   0.05   0.15 
loz1 285.4170681 44.61970761  443.928     3.46   -15.47      6.9   0.23   0.17   1.54 
lpal 342.10617121 28.76387099 2199.202    17.42     15.9    -0.57   0.08   0.05   0.13 
lpaz 249.68065353 24.13879766   -6.851    21.42   -49.11    -0.04   13.8  10.25  44.63 
lpcg 242.45363614 34.31486353 1315.272     6.59   -29.06     2.61   0.12   0.11   0.28 
lpgs 302.06770058 -34.90674627   29.850    11.97    -1.14     1.87   0.06   0.07   0.17 
lphs 242.04328384 34.02676804   68.519    14.56   -36.66    -0.67   0.11   0.14    0.2 
lpil 167.26377906 -20.91799104   73.227    46.03    21.65     -3.5   0.08   0.12   0.36 
lply 269.70053277 -73.11111552  127.502     6.92     14.5      4.1   0.35   0.48    0.5 
lpoc 289.99144321 47.34139358  103.244     5.72   -16.16     2.48   0.09   0.06   0.18 
lpsb 236.90991532 44.0512289  117.711    -5.81   -10.93    -0.47   0.07   0.09   0.17 
lra1 237.75610808 37.87456016  181.521    -4.01    -35.5     4.79   0.68   0.52   1.49 
lra3 237.75633346 37.87540358  201.732     1.56   -31.68     0.41   0.31   0.39   0.34 
lroc 358.78068254 46.15894183   57.863    16.51    18.22    -0.44   0.04   0.04   0.12 
lrrg 241.97001033 34.52705937  875.004     8.09   -29.25     0.69    0.1   0.08   0.28 
lsig 238.31043542 47.69520127  527.180    -8.46   -10.51    -0.42   0.09   0.06   0.19 
ltah 242.83611559 47.28242855  735.586   -10.04    -13.7     0.16   0.07   0.05   0.54 
lthm 265.82984541 39.5759587  262.293     -2.0   -14.77     0.09   0.11    0.1   0.37 
ltut 247.75316286 41.59209883 1564.944    -9.25   -15.65     0.09   0.06   0.05    0.2 
lubb 258.15716823 33.53541976  956.034    -5.22   -12.64     1.19   0.14   0.19   0.62 
lutz 238.13477792 37.28685007   94.976    12.82   -31.84    -0.27   0.06   0.04   0.15 
lveg 289.46891349 19.22271553   78.560     7.17     1.07    -0.16   0.07   0.07   0.23 
lvms 240.89631724 34.73360482 1543.079    10.56   -35.53     0.63   0.04   0.05   0.13 
lvwd 244.80865509 36.15945666  631.652    -9.39   -14.96      1.6   0.16   0.15   0.68 
lwck 235.94615378 46.27813293   39.054    -2.28    -3.01     1.49   0.09   0.11   0.29 
lwst 242.99769301 46.37317849  427.132   -10.17    -13.6    -0.08   0.06   0.07   0.23 
lwtg 358.85972868 60.15405488   51.607    16.88    15.24     0.13   0.18   0.38    0.4 
lyns 319.80194809 64.43048015  174.007    15.81   -15.68     6.23   0.07    0.1   0.38 
lytt 172.72222384 -43.60584403   18.443    30.97   -33.84    -1.02   0.31   0.17   0.17 
m0se 12.49325855 41.89311361  120.565    15.92    20.45     0.33   0.05   0.04   0.17 
mac1 158.93583442 -54.49953358   -6.776    32.31   -10.91    -1.63   0.05   0.05   0.13 
macc 269.51546551 37.84508288  220.003    -0.37   -14.52    -1.11   0.04   0.04   0.16 
mad2 355.7503393 40.42916086  829.445    16.58    18.73    -0.41   0.05   0.05   0.19 
madr 355.75033818 40.42916008  829.444    16.59    18.76     -0.4   0.05   0.05   0.17 
mag0 150.77002025 59.57575489  361.819   -18.41     9.28     1.24    0.3   0.19   0.24 
maha 173.79381725 -41.29138701  442.005     40.4    -9.26    -1.32   0.14   0.26   0.31 
mahi 177.90700168 -39.15256263  322.443    18.04     -2.6    -0.46   0.22   0.47   0.22 
maho 174.85408766 -38.51300761  302.505     39.6      1.2    -1.72   0.06   0.07   0.17 
mair 270.64324718  36.846576   67.383    -0.06   -14.21    -0.51   0.04   0.05    0.2 
majb 171.36452147 7.11914816   33.702     30.6   -69.13    -0.28   0.15   0.15   0.26 
mako 178.12913432 -38.64379334  255.028    17.71    -2.58    -0.26   0.29   0.71   0.29 
mal2 40.19414363 -2.99605482  -20.907    15.98     26.2     0.02   0.06   0.06   0.17 
mald 73.5262842 4.18868134  -92.036    34.89    46.62    -2.92   0.37   0.79   0.91 
mali 40.19439324 -2.99591248  -23.336    16.21    26.49    -1.41   0.13   0.15   0.43 
mall 2.62455321 39.55262595   62.033    16.49    20.42    -0.49   0.04   0.05   0.25 
mana 273.75100587 12.14893811   71.039    12.14     7.47    -0.89   0.12   0.08   0.21 
mane 204.72674439 19.33905772  996.400    -3.61   -39.37    -2.55   1.18    0.5   0.54 
mang 175.57486785 -40.66869575  417.961     32.5   -20.21    -1.22   0.12   0.37   0.46 
manz 255.70186671 19.06386061  -14.322   -29.28     57.0      1.1   1.34   2.46   1.26 
maps 193.059546 53.80809585  331.747   -22.15    -7.98     3.51   0.16   0.13   0.36 
mar6 17.25852458 60.5951431   75.395    14.18    17.84     7.87   0.04   0.04   0.16 
mar7 17.25844836 60.59505636   74.390    14.13    17.83    10.05   0.13   0.16   0.83 
marg 294.30538006 77.18703695  670.570     6.66   -21.71     8.17   0.05   0.05   0.34 
marn 37.86099545 -46.87645632   61.995    11.86    -6.18    -6.05   3.79   4.49    4.3 
mars 5.35378567 43.27876885   61.814     16.1    20.02    -0.37   0.04   0.03   0.14 
mas1 344.3667225 27.76373961  197.150    17.56    16.52    -0.47   0.03   0.03   0.09 
mast 175.58457671 -41.06198959  207.256    29.05   -27.18    -3.82    0.1   0.09   0.23 
masw 239.55694336 35.83259556  713.731    16.95   -33.97     1.42   0.05   0.05   0.15 
mat1 16.70454514 40.64906147  534.516    19.17    23.76    -0.11   0.04   0.04   0.16 
mat2 242.56330408 33.85675942  398.297    14.67   -34.92    -1.13   0.03   0.04   0.14 
mate 16.70445584 40.64912944  535.642    19.16    23.65     0.58   0.03   0.03   0.09 
math 242.56318983 33.85668404  396.854     14.4   -35.18     0.53   0.11   0.13   0.53 
matl 34.58467421 -9.59203913 2184.109    17.33    23.13    -0.24   0.12   0.17   0.73 
matw 177.52620352 -38.33384609  646.224     22.1     2.83     0.23   0.07   0.12   0.16 
maua 23.52839733 -19.90224196  960.742    18.95    19.87     0.05   0.09    0.1   0.42 
maui 203.74297951 20.70665259 3062.109    34.65   -61.93    -0.78   0.06   0.04   0.13 
mavl 168.11821444 -45.36651678  592.456    33.15   -25.77     0.25   0.06   0.08   0.17 
maw1 62.87071625 -67.6047664   59.131    -2.02    -3.73    -0.58   0.05   0.05    0.1 
mawy 249.3107002 44.97342839 1824.249    -7.85   -14.36     1.23   0.06   0.05   0.21 
mayg 45.2581519 -12.78205283  -16.344    10.75     44.9   -21.22   0.41   2.03   2.67 
mayz 292.84113258 18.21758563  -38.618    13.32     9.05    -1.56   0.21   0.19   0.53 
mbar 30.73787503 -0.6014699 1337.553    17.73    24.78    -1.02   0.06   0.12   0.29 
mbww 253.81346023 41.90358636 1986.475    -6.56   -15.01    -0.56   0.09   0.07   0.27 
mc01 251.47185799 39.09122584 1437.181    -7.67   -14.83    -0.41   0.04   0.05   0.18 
mc02 251.50995579 39.01469902 1490.440    -8.89   -13.75    -0.92   0.13   0.09   0.27 
mc03 251.26938133 39.18994548 1379.178    -6.95   -15.67    -0.85   0.23   0.19   0.22 
mc04 251.02614705 38.68416485 1400.873     -7.0   -14.21     -0.3   0.08   0.07   0.22 
mc05 251.92701944 38.73955628 1505.053    -6.69   -14.95    -0.47   0.08    0.1   0.21 
mc06 251.1483467 39.22253068 1392.472    -7.15   -14.84    -1.52   0.19   0.18   0.23 
mc07 251.78712266 39.31777742 1488.227    -5.59   -17.39    -2.49   0.25   0.21    0.3 
mc08 252.02234444 39.23571653 1834.944    -9.32    -16.3    -0.65   0.27   0.16   0.27 
mc09 251.44185284 38.24323123 1792.960    -6.69   -14.43    -1.08   0.13   0.09   0.25 
mc10 252.12154443 38.45559885 1808.599     -6.3   -13.94    -0.99   0.09   0.14   0.36 
mcar 215.6964822 -76.32219611  964.860     -2.8     16.5     2.47   0.27   0.29   0.43 
mccm 237.11981078 38.14478658   -3.863    18.42   -35.56     7.07   0.14   0.22   0.77 
mcd1 277.46768044 27.84982159  -15.879     1.57   -10.95    -0.47   0.22   0.18   0.54 
mcd5 277.4676798 27.84982172  -15.702     2.33    -11.3     -1.6    0.1   0.09   0.27 
mces 208.74216821 59.74607694  430.594   -20.65   -10.46     9.48   0.26   0.11   0.26 
mchn 275.09914691 47.96133533  152.027    -5.34   -11.65      0.3   0.13   0.27   0.33 
mcil 153.97866226 24.2900936   35.658    24.12   -71.41     0.37   0.05   0.05   0.16 
mcm4 166.6693243 -77.83834832   97.968   -11.57     9.69    -0.14   0.03   0.03   0.19 
mcmd 166.66932873 -77.83834944   97.966   -11.55     9.69    -0.26   0.05   0.05    0.2 
mcn1 276.43944633 32.69532378   60.323     1.93   -12.72    -0.07   0.13   0.13   0.46 
mcn5 276.43944526 32.6953239   60.499     2.02   -13.05    -1.06   0.12    0.1   0.46 
mcnl 176.69654875 -39.44419165  366.282    24.69    -0.98    -2.99   0.12   0.21   0.27 
mcon 278.17079453 39.66084986  271.448     2.37   -15.03    -0.96   0.04   0.04   0.16 
mcso 237.04425144 44.97381082   52.818    -5.57    -9.47     0.21   0.08   0.12   0.21 
mcty 270.29779882 36.11962135   51.689     -0.2   -14.01    -0.63   0.05   0.06   0.21 
mdmt 238.77840043 42.41834173 1710.556    -7.15   -15.71    -1.37   0.05   0.05   0.22 
mdo1 255.98500844 30.68051172 2004.491    -5.47   -12.44    -0.03   0.07   0.06   0.18 
mdrs 238.86958088 44.66402982  735.927    -8.18   -12.66    -1.82    0.1    0.1   0.33 
mdvj 37.21450306 56.02149207  257.100    11.68    22.73     0.58   0.06   0.06   0.31 
mdvo 37.22358581 56.02747903  254.797     12.0    22.35    -0.08   0.37   0.22   0.92 
medi 11.64681232 44.51995586   50.043    17.79    22.51    -1.83   0.07    0.1   0.16 
mee1 239.24139927 36.18690361  788.755     0.73   -21.84     1.93   0.08   0.08   0.22 
mee2 239.23315638 36.18052298  681.420    21.19   -39.78     1.85   0.06   0.07   0.23 
merc 244.02098525 36.63251276 1256.923    -8.84   -15.26    -0.37   0.04   0.05   0.14 
meri 270.37968291 20.98004529    7.867      0.8    -9.26    -1.36   0.08   0.05   0.25 
mers 34.25585172 36.56638789   38.465    16.43    13.89     0.55   0.09   0.07   0.24 
met3 24.39450129 60.21745617   79.187    12.92    19.82     5.06   0.17   0.16   0.71 
meth 171.57529882 -43.59135172  452.660    29.93   -31.96    -1.34   0.08   0.08   0.25 
metr 276.75722992 42.68475274  260.503     1.79   -15.61    -1.86   0.04   0.05   0.16 
mets 24.39531536 60.21747058   94.552    12.86    20.02     4.25   0.05   0.04   0.13 
metz 24.39532851 60.21747931   94.534    12.81    19.93     4.43   0.12   0.12   0.36 
mfkg 25.53997228 -25.80501542 1310.890    19.07    17.73      1.3   0.24   0.18    0.3 
mfp0 254.80559637 39.94960491 1728.714    -6.47   -14.62     1.82   0.06   0.07   0.29 
mftn 254.80573564 39.9492938 1727.327    -6.44   -14.69     -0.6   0.09   0.08   0.31 
mfts 254.80574461 39.94927785 1727.338    -6.38   -14.62    -0.49   0.09    0.1   0.31 
mftw 254.80572215 39.94927985 1727.341     -6.4   -14.65    -0.71    0.1    0.1   0.32 
mgo2 255.98513051 30.68017555 2006.892    -7.92    -13.5     0.39   0.31   0.32   1.11 
mgo3 255.98369489 30.67667029 1966.363    -5.76    -14.5    -0.01   0.21   0.26   0.81 
mgo4 255.97603016 30.68061383 1883.970     -6.8   -13.12     1.11   0.26   0.25   0.81 
mgo5 255.97608542 30.67998931 1885.479    -6.85   -13.58     1.06   0.25   0.27   0.83 
mgue 290.60207587 -35.77735119 1553.726    10.66     1.38     1.89   0.15   0.16   0.28 
